Survey Date,Survey Round,Site ID,Site Name,Site Alternate Name,OCHA Region,OCHA Region P-Code,OCHA Zone,OCHA Zone P-Code,OCHA Woreda,OCHA Woreda P-Code,Longitude,Latitude,Site Open Date,Settlement/site type,Total Individuals,Data Source,Managed Site?,Camp Management Agency,Notes
"14 June, 2021",7,TG413,Ngste Saba Elementary school,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.90128446,14.16561053,44160,Collective Center,5360,Preliminary,,,
"14 June, 2021",7,TG549,Ngste Saba No 2 Elementary school,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.90792677,14.16499186,44310,Collective Center,6713,Preliminary,,,
"14 June, 2021",7,TG416,Nigste Saba Secondary school,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.901261,14.1671344,44146,Collective Center,6713,Preliminary,,,
"14 June, 2021",7,TG618,Simret,,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,39.5102332,12.7341965,44331,Host community/families,432,Preliminary,,,
"14 June, 2021",7,TG411,Soleda Elementary school,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.8868717,14.17687457,44160,Collective Center,4550,Preliminary,,,
"14 June, 2021",7,TG613,Tsibet,,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,39.5279583,12.8396865,44151,Host community/families,164,Preliminary,,,
"14 June, 2021",7,TG412,Wekma Elementary school,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.89560274,14.16944497,44162,Collective Center,611,Preliminary,,,
"13 June, 2021",7,TG423,Aksum Preparatory school,Axum Preparatory school,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.7377656,14.1249773,44150,Collective Center,6587,Preliminary,yes,UNHCR/ANE,
"13 June, 2021",7,TG425,Aksum Secondary school,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.7381543,14.1249797,44150,Collective Center,795,Preliminary,yes,UNHCR/ANE,
"13 June, 2021",7,TG427,Bazen Elementary School,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.71014549,14.12418771,44151,Collective Center,4102,Preliminary,yes,UNHCR/ANE,
"13 June, 2021",7,TG223,Guemes,Gormodo,Tigray,ET01,Eastern,ET0103,Tsaeda Emba,ET010314,39.5941805,14.0108898,43369,Host community/families,1274,Preliminary,,,
"13 June, 2021",7,TG548,Hawelti,,Tigray,ET01,Southern,ET0104,Mekhoni town,ET010412,39.6456677,12.8038624,44145,Host community/families,1033,Preliminary,,,
"13 June, 2021",7,TG552,Mahberawi Guday Atsede Hitsanat,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.72862682,14.11926432,44151,Collective Center,310,Preliminary,yes,UNHCR/ANE,
"13 June, 2021",7,TG118,Marsa,Sanga Tera,Tigray,ET01,Southern,ET0104,Mekhoni town,ET010412,39.643646,12.793052,42606,Host community/families,1367,Preliminary,,,
"13 June, 2021",7,TG230,May Megelta,,Tigray,ET01,Eastern,ET0103,Tsaeda Emba,ET010314,39.5655585,14.093129,43369,Host community/families,6703,Preliminary,,,
"13 June, 2021",7,TG145,Selekleka,,Tigray,ET01,North Western,ET0101,Laelay Koraro,ET010109,38.4723215,14.11338805,42590,Host community/families,6100,Preliminary,,,
"13 June, 2021",7,TG568,Selekleka Full Elementary school,,Tigray,ET01,North Western,ET0101,Laelay Koraro,ET010109,38.48079234,14.11379723,44153,Collective Center,3350,Preliminary,,,
"13 June, 2021",7,TG239,Sendada,Dinglet,Tigray,ET01,Eastern,ET0103,Tsaeda Emba,ET010314,39.5970666,13.9613132,43414,Host community/families,1353,Preliminary,,,
"13 June, 2021",7,TG238,Sinkata,,Tigray,ET01,Eastern,ET0103,Tsaeda Emba,ET010314,39.5864798,14.0495005,43369,Host community/families,4941,Preliminary,,,
"13 June, 2021",7,TG193,Wukro Maray,,Tigray,ET01,Central,ET0102,Tahtay Mayechew,ET010206,38.59198043,14.12299502,42602,Host community/families,9471,Preliminary,,,
"12 June, 2021",7,AF134,Tonsa,,Afar,ET02,Kilbati /Zone2,ET0202,Megale,ET020204,39.83180267,12.95526989,44151,Host community/families,5328,Preliminary,,,
"12 June, 2021",7,AF299,Abala town,Daar ada,Afar,ET02,Kilbati /Zone2,ET0202,Abaala,ET020203,39.7532409,13.3617121,44183,Host community/families,4982,Preliminary,,,
"12 June, 2021",7,AF300,Namma da'arih fan,,Afar,ET02,Kilbati /Zone2,ET0202,Abaala,ET020203,39.8070184,13.1710428,44182,Spontaneous camp/site,2466,Preliminary,,,
"12 June, 2021",7,AM295,Amba Giorgis 01,,Amhara,ET03,Central Gondar,ET0311,Wegera,ET031109,37.6274932,12.7663891,44154,Host community/families,248,Preliminary,,,
"12 June, 2021",7,TG256,Atsela,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.52573203,12.92923871,43346,Host community/families,641,Preliminary,,,
"12 June, 2021",7,TG278,Ayba,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.5325489,12.89293001,43475,Host community/families,866,Preliminary,,,
"12 June, 2021",7,TG177,Degua Imbahasti,,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,39.55151033,12.83786749,43150,Host community/families,237,Preliminary,,,
"12 June, 2021",7,TG570,Egri Albe,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.4753787,12.9571086,44189,Host community/families,163,Preliminary,,,
"12 June, 2021",7,TG540,Etek,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.5152745,12.935189,44185,Host community/families,437,Preliminary,,,
"12 June, 2021",7,TG541,Ginbot 20,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.5109819,12.9389193,44185,Host community/families,705,Preliminary,,,
"12 June, 2021",7,TG269,Hizba Teklehaymanot,,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,39.55161284,12.79853018,43448,Host community/families,328,Preliminary,,,
"12 June, 2021",7,TG571,Keyh Tekli,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.4549313,12.9795558,44189,Host community/families,453,Preliminary,,,
"12 June, 2021",7,TG539,Lekatit,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.517804,12.9336798,44185,Host community/families,852,Preliminary,,,
"12 June, 2021",7,TG542,Maebel,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.5160572,12.9366762,44185,Host community/families,984,Preliminary,,,
"12 June, 2021",7,TG572,Sesat,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.5720912,12.9246008,44159,Host community/families,424,Preliminary,,,
"12 June, 2021",7,TG543,Weyin,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.5176599,12.9347886,44185,Host community/families,490,Preliminary,,,
"11 June, 2021",7,AM311,Mkenjie,,Amhara,ET03,Wag Hamra,ET0308,Tsagbeji,ET030808,39.20888701,12.70404008,44191,Host community/families,340,Preliminary,,,
"11 June, 2021",7,AM461,Tekil Dingay 01,,Amhara,ET03,Central Gondar,ET0311,Lay Armacho,ET031108,37.4175217,12.7456671,44237,Host community/families,192,Preliminary,,,
"11 June, 2021",7,TG587,Adi Abeza,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.400045,14.0670754,44153,Host community/families,179,Preliminary,,,
"11 June, 2021",7,TG586,Adi Golo,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.38779836,14.0559131,44153,Host community/families,117,Preliminary,,,
"11 June, 2021",7,TG596,Adi Keshi,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.37923629,14.03684373,44153,Host community/families,113,Preliminary,,,
"11 June, 2021",7,TG445,Agazi,,Tigray,ET01,Eastern,ET0103,Wukro town,ET010309,39.5992655,13.7859152,44186,Host community/families,2473,Preliminary,yes,UNHCR,
"11 June, 2021",7,TG276,Betmera,,Tigray,ET01,South Eastern,ET0106,Hintalo,ET010603,39.5293217,13.0199763,43475,Host community/families,1096,Preliminary,,,
"11 June, 2021",7,TG573,Chegu'arde,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3720789,14.0295538,44166,Host community/families,101,Preliminary,,,
"11 June, 2021",7,TG444,Dedebit,,Tigray,ET01,Eastern,ET0103,Wukro town,ET010309,39.6028397,13.7947831,44183,Host community/families,1531,Preliminary,,,
"11 June, 2021",7,TG446,Hayelom,,Tigray,ET01,Eastern,ET0103,Wukro town,ET010309,39.5983064,13.7770248,44186,Host community/families,1650,Preliminary,,,
"11 June, 2021",7,TG253,Hiwane,,Tigray,ET01,South Eastern,ET0106,Hintalo,ET010603,39.4966523,13.109065,43395,Host community/families,736,Preliminary,,,
"11 June, 2021",7,TG491,Kisanet Primary School,,Tigray,ET01,Eastern,ET0103,Wukro town,ET010309,39.59722222,13.78638889,44298,Collective Center,642,Preliminary,yes,IOM,
"11 June, 2021",7,TG579,Laelay Beles,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3992816,14.0703892,44166,Host community/families,1290,Preliminary,,,
"11 June, 2021",7,TG588,May Gundo,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3896024,14.0604975,44153,Host community/families,122,Preliminary,,,
"11 June, 2021",7,TG602,Meskelo,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3974416,14.07659294,44153,Host community/families,153,Preliminary,,,
"11 June, 2021",7,TG443,Mulu Haileslase,,Tigray,ET01,Eastern,ET0103,Wukro town,ET010309,39.6044919,13.7856967,44252,Collective Center,116,Preliminary,,,
"11 June, 2021",7,TG533,Tabia 01,,Tigray,ET01,South Eastern,ET0106,Adigudom,ET010607,39.5144207,13.2491574,44140,Host community/families,1309,Preliminary,,,
"11 June, 2021",7,TG531,Tabia 02,,Tigray,ET01,South Eastern,ET0106,Adigudom,ET010607,39.519289,13.2464799,44140,Host community/families,2003,Preliminary,,,
"11 June, 2021",7,TG530,Tabia 03,Zone 03,Tigray,ET01,South Eastern,ET0106,Adigudom,ET010607,39.5152525,13.2454929,44180,Host community/families,1681,Preliminary,,,
"11 June, 2021",7,TG532,Tabia 04,Zone 04,Tigray,ET01,South Eastern,ET0106,Adigudom,ET010607,39.515089,13.2467327,44180,Host community/families,754,Preliminary,,,
"11 June, 2021",7,TG557,Wukro Preparatory School,,Tigray,ET01,Eastern,ET0103,Wukro town,ET010309,39.5974172,13.7869149,44307,Collective Center,415,Preliminary,yes,IOM,
"11 June, 2021",7,TG490,Wukro Secondary School,,Tigray,ET01,Eastern,ET0103,Wukro town,ET010309,39.59694444,13.78833333,44295,Collective Center,371,Preliminary,yes,IOM,
"11 June, 2021",7,TG488,Zone 03,,Tigray,ET01,Eastern,ET0103,Agulae,ET010316,39.59333333,13.69111111,44198,Host community/families,1331,Preliminary,,,
"11 June, 2021",7,TG489,Zone 04,,Tigray,ET01,Eastern,ET0103,Agulae,ET010316,39.59277778,13.68777778,44198,Host community/families,569,Preliminary,,,
"10 June, 2021",7,AM306,Amdework Area,,Amhara,ET03,Wag Hamra,ET0308,Dehana,ET030803,38.71651394,12.4320125,44180,Host community/families,227,Preliminary,,,
"10 June, 2021",7,AM466,Bribira,,Amhara,ET03,Wag Hamra,ET0308,Dehana,ET030803,38.8059241,12.4350321,44153,Host community/families,81,Preliminary,,,
"10 June, 2021",7,AM465,Chila,,Amhara,ET03,Wag Hamra,ET0308,Dehana,ET030803,38.8410378,12.4455832,44147,Host community/families,125,Preliminary,,,
"10 June, 2021",7,AM294,Gedebiye,,Amhara,ET03,Central Gondar,ET0311,Wegera,ET031109,37.7397759,12.8748834,44154,Host community/families,426,Preliminary,,,
"10 June, 2021",7,AM317,Mekara,,Amhara,ET03,North Gondar,ET0301,Debark,ET030104,37.8845828,13.1247533,44174,Host community/families,94,Preliminary,,,
"10 June, 2021",7,TG465,Adi Ambulu,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.2712761,14.1164039,44149,Host community/families,175,Preliminary,,,
"10 June, 2021",7,TG522,Adi Hano,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.28431987,14.13574148,44149,Host community/families,1042,Preliminary,,,
"10 June, 2021",7,TG518,Adikokob,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.238061,14.2121447,44145,Host community/families,1876,Preliminary,,,
"10 June, 2021",7,TG464,Endaslase,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.2869149,14.0804512,44145,Host community/families,1906,Preliminary,,,
"10 June, 2021",7,TG523,Kumel,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3098921,14.16170251,44149,Host community/families,1865,Preliminary,,,
"10 June, 2021",7,TG524,May Gaei,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.31662205,14.1834892,44149,Host community/families,1767,Preliminary,,,
"10 June, 2021",7,TG528,Sekare,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.32257905,14.15340525,44149,Host community/families,4753,Preliminary,,,
"10 June, 2021",7,TG514,Semema,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.34491763,14.19836338,44149,Host community/families,2453,Preliminary,,,
"10 June, 2021",7,TG529,Werke Amba,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.2507734,14.18917761,44149,Host community/families,386,Preliminary,,,
"10 June, 2021",7,TG486,Zone 01,,Tigray,ET01,Eastern,ET0103,Agulae,ET010316,39.585,13.77555556,44198,Host community/families,1844,Preliminary,,,
"10 June, 2021",7,TG487,Zone 02,,Tigray,ET01,Eastern,ET0103,Agulae,ET010316,39.58833333,13.69388889,44198,Host community/families,1766,Preliminary,,,
"9 June, 2021",7,AM463,Budin 7 Tsitsika,,Amhara,ET03,Wag Hamra,ET0308,Zequala,ET030801,38.79778133,12.78159571,44143,Host community/families,110,Preliminary,,,
"9 June, 2021",7,TG527,Aba Sege,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.22952458,14.06480497,44149,Host community/families,1228,Preliminary,,,
"9 June, 2021",7,TG467,Adebezut,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.26596315,14.1032221,44149,Host community/families,522,Preliminary,,,
"9 June, 2021",7,TG308,Brhan,,Tigray,ET01,North Western,ET0101,Tsimbla,ET010113,38.23760945,13.95631002,43563,Host community/families,7811,Preliminary,,,
"9 June, 2021",7,TG468,Chumay,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.25991624,14.08654162,44159,Host community/families,1675,Preliminary,,,
"9 June, 2021",7,TG469,Enda Aba'aron,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.2866044,14.07745114,44149,Host community/families,1575,Preliminary,,,
"9 June, 2021",7,TG566,Endabaguna Screening center 1,,Tigray,ET01,North Western,ET0101,Endabaguna town,ET010114,38.1827583,13.9394515,44153,Collective Center,15059,Preliminary,,,
"9 June, 2021",7,TG565,Endabaguna Screening center 2,,Tigray,ET01,North Western,ET0101,Endabaguna town,ET010114,38.1822515,13.9394265,44327,Collective Center,14064,Preliminary,,,
"9 June, 2021",7,TG521,Gizgzya,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.2164323,14.0190112,44149,Host community/families,1267,Preliminary,,,
"9 June, 2021",7,TG517,Gubale,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.23380528,14.08328296,44256,Host community/families,1635,Preliminary,,,
"9 June, 2021",7,TG453,Kebele 02,,Tigray,ET01,North Western,ET0101,Endabaguna town,ET010114,38.181408,13.9459455,44153,Host community/families,6664,Preliminary,,,
"9 June, 2021",7,TG304,Lemlem,,Tigray,ET01,North Western,ET0101,Tsimbla,ET010113,38.19692402,13.97834306,43563,Host community/families,159,Preliminary,,,
"9 June, 2021",7,TG307,Mizan,,Tigray,ET01,North Western,ET0101,Tsimbla,ET010113,38.20808924,13.79884815,43563,Host community/families,1453,Preliminary,,,
"9 June, 2021",7,TG516,My Demu,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.20846953,14.08349429,44256,Host community/families,2330,Preliminary,,,
"8 June, 2021",7,AM309,As Ketema 01,,Amhara,ET03,Wag Hamra,ET0308,Gaz Gibla,ET030804,39.01495854,12.4116462,44141,Host community/families,406,Preliminary,,,
"8 June, 2021",7,AM240,Lalkiwu,,Amhara,ET03,Wag Hamra,ET0308,Gaz Gibla,ET030804,39.0316416,12.26590248,43186,Host community/families,54,Preliminary,,,
"8 June, 2021",7,AF298,Shahigube,,Afar,ET02,Kilbati /Zone2,ET0202,Berahile,ET020205,39.8899238,13.6903566,44142,Collective Center,820,Preliminary,,,
"8 June, 2021",7,AF326,Tayabora,Animal health center,Afar,ET02,Kilbati /Zone2,ET0202,Berahile,ET020205,40.0057844,13.8364057,44189,Host community/families,555,Preliminary,,,
"8 June, 2021",7,TG520,Adi Hareshay,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3495661,14.0694737,44145,Host community/families,492,Preliminary,,,
"8 June, 2021",7,TG463,Adi Nekas Adgi,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3236179,14.1140952,44148,Collective Center,675,Preliminary,,,
"8 June, 2021",7,TG462,Areada,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3124172,14.1171611,44145,Collective Center,1148,Preliminary,,,
"8 June, 2021",7,TG508,Midregenet Secondary School,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.27988293,14.0856802,44276,Collective Center,5763,Preliminary,yes,IOM,
"8 June, 2021",7,TG519,Selam Town,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3367961,14.0772339,44149,Host community/families,503,Preliminary,,,
"7 June, 2021",7,AM307,Niruak 01,,Amhara,ET03,Wag Hamra,ET0308,Abergele (AM),ET030805,38.98349853,13.04510535,44142,Host community/families,1277,Preliminary,,,
"7 June, 2021",7,AF215,Uruh,Hodiyo,Afar,ET02,Kilbati /Zone2,ET0202,Kunneba,ET020202,39.8492756,13.8809282,44144,Host community/families,2145,Preliminary,,,
"7 June, 2021",7,AF305,Wahdes,,Afar,ET02,Kilbati /Zone2,ET0202,Kunneba,ET020202,39.850273,13.9418196,44146,Host community/families,1315,Preliminary,,,
"7 June, 2021",7,AF328,Alheena,,Afar,ET02,Kilbati /Zone2,ET0202,Kunneba,ET020202,39.8981284,13.9236747,44193,Host community/families,1275,Preliminary,,,
"7 June, 2021",7,AF304,Koneba Town,,Afar,ET02,Kilbati /Zone2,ET0202,Kunneba,ET020202,39.8646684,13.9708442,44144,Host community/families,5740,Preliminary,,,
"7 June, 2021",7,AF303,Faras dage,,Afar,ET02,Kilbati /Zone2,ET0202,Kunneba,ET020202,39.849278,13.8809267,44146,Host community/families,5295,Preliminary,,,
"7 June, 2021",7,AM201,Chew Ber,,Amhara,ET03,North Gondar,ET0301,Addi Arekay,ET030101,37.9545462,13.37044771,44154,Host community/families,216,Preliminary,,,
"7 June, 2021",7,AM299,Malekt,,Amhara,ET03,North Gondar,ET0301,Addi Arekay,ET030101,38.0061437,13.4016319,44146,Host community/families,210,Preliminary,,,
"7 June, 2021",7,AM297,Teta,,Amhara,ET03,North Gondar,ET0301,Addi Arekay,ET030101,38.0507104,13.4332681,44145,Host community/families,140,Preliminary,,,
"7 June, 2021",7,AM262,Kuas Meda,Addi Arekay youth center,Amhara,ET03,North Gondar,ET0301,Addi Arekay,ET030101,38.0579694,13.4488789,44175,Collective Center,100,Preliminary,,,
"7 June, 2021",7,AM257,Addi Arekay Town,,Amhara,ET03,North Gondar,ET0301,Addi Arekay,ET030101,38.0597733,13.4478187,44156,Host community/families,1559,Preliminary,,,
"7 June, 2021",7,AM298,Addi Arekay 02,,Amhara,ET03,North Gondar,ET0301,Addi Arekay,ET030101,38.0597767,13.4480641,44145,Host community/families,952,Preliminary,,,
"7 June, 2021",7,TG515,Adi Achamo,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.36736246,14.08336183,44256,Host community/families,1205,Preliminary,,,
"7 June, 2021",7,TG525,Adi Gdad,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.34441057,14.07604134,44149,Host community/families,657,Preliminary,,,
"7 June, 2021",7,TG466,Adi Kumbro,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.32040695,14.11841476,44149,Host community/families,454,Preliminary,,,
"7 June, 2021",7,TG526,Bar Semeke,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.35992034,14.08057651,44149,Host community/families,515,Preliminary,,,
"7 June, 2021",7,TG457,Fre Swuat Secondary school,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.301855,14.1064036,44145,Collective Center,6609,Preliminary,yes,IOM,
"7 June, 2021",7,TG470,May Gushela,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.32726754,14.10014751,44149,Host community/families,900,Preliminary,,,
"7 June, 2021",7,TG461,May Siye,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.32081794,14.10811432,44149,Host community/families,592,Preliminary,,,
"7 June, 2021",7,TG455,Tsehaye Elementary school,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.2889677,14.1063274,44149,Collective Center,7862,Preliminary,yes,IOM,
"6 June, 2021",7,AF198,Doroba,,Afar,ET02,Kilbati /Zone2,ET0202,Dalol,ET020206,39.8550913,14.1901931,44155,Host community/families,1723,Preliminary,,,
"6 June, 2021",7,AF197,Adkuwa (center),,Afar,ET02,Kilbati /Zone2,ET0202,Dalol,ET020206,39.9189305,14.2142474,44167,Host community/families,3602,Preliminary,,,
"6 June, 2021",7,AF301,Asgolo,,Afar,ET02,Kilbati /Zone2,ET0202,Dalol,ET020206,39.9020732,14.2184324,44154,Host community/families,1593,Preliminary,,,
"6 June, 2021",7,AM261,Zarima Adarash,,Amhara,ET03,North Gondar,ET0301,Addi Arekay,ET030101,37.88138513,13.34115864,44151,Collective Center,160,Preliminary,,,
